Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
GRCh38_ENSG00000126705,GRCh38_AHDC1,20,0.31924,29,1.10547,22,0.52169,4,-2.2444,17,0.12711,12,-0.4999
GRCh38_ENSG00000126709,GRCh38_IFI6,353,-1.2298,810,0.06882,1438,1.02445,940,0.34550,333,-1.3162,725,-0.1481
GRCh38_ENSG00000117758,GRCh38_STX12,24,-0.7752,31,-0.4216,68,0.85715,51,0.43679,37,-0.1163,36,-0.2243
GRCh38_ENSG00000117751,GRCh38_PPP1R8,20,-0.2745,15,-0.7185,19,-0.3559,28,0.30576,33,0.56192,26,0.18184
GRCh38_ENSG00000130775,GRCh38_THEMIS2,55,1.20861,19,-0.5886,77,1.85030,16,-0.9070,25,-0.1132,14,-1.2099
GRCh38_ENSG00000117748,GRCh38_RPA2,17,-0.5964,11,-1.3083,31,0.32412,31,0.34961,34,0.45370,30,0.29156
GRCh38_ENSG00000126698,GRCh38_DNAJC8,69,-0.0531,60,-0.2951,51,-0.5282,74,0.06818,104,0.62133,73,0.06018
GRCh38_ENSG00000130770,GRCh38_ATP5IF1,127,-0.3430,103,-0.7383,125,-0.3657,94,-0.8879,209,0.45956,241,0.98056
GRCh38_ENSG00000130766,GRCh38_SESN2,11,-0.4675,21,0.60922,4,-2.0014,10,-0.6636,14,-0.0898,20,0.58736
GRCh38_ENSG00000204138,GRCh38_PHACTR4,16,-1.0183,42,0.53199,35,0.19178,59,1.27351,14,-1.2518,15,-1.2960
GRCh38_ENSG00000180198,GRCh38_RCC1,9,-0.4408,13,0.17203,5,-1.1668,7,-0.7764,28,1.45954,12,-0.0275
GRCh38_ENSG00000242125,GRCh38_SNHG3,49,-0.1805,32,-0.8885,33,-0.8002,16,-1.9312,107,1.11918,87,1.08268
GRCh38_ENSG00000180098,GRCh38_TRNAU1AP,25,0.05581,10,-1.4081,30,0.39866,14,-0.8431,49,1.21188,28,0.36471
GRCh38_ENSG00000197989,GRCh38_SNHG12,24,-0.0576,11,-1.2763,11,-1.2564,11,-1.3867,44,0.92526,42,1.24574
GRCh38_ENSG00000120656,GRCh38_TAF12,32,0.45071,16,-0.6931,19,-0.4086,17,-0.6447,34,0.53823,31,0.51743
GRCh38_ENSG00000162419,GRCh38_GMEB1,5,-1.2476,7,-0.8602,10,-0.3550,14,0.18686,13,-0.0068,18,0.83470
GRCh38_ENSG00000198492,GRCh38_YTHDF2,66,-0.5213,80,-0.2409,79,-0.2446,114,0.39407,101,0.13855,96,0.07840
GRCh38_ENSG00000159023,GRCh38_EPB41,18,0.16788,13,-0.3819,9,-0.7900,31,1.32998,6,-1.3836,13,-0.4334
GRCh38_ENSG00000116350,GRCh38_SRSF4,51,0.07300,48,-0.0331,46,-0.0842,39,-0.3959,57,0.26274,53,0.18015
GRCh38_ENSG00000116353,GRCh38_MECR,14,0.17150,5,-1.3544,0,-5.5030,15,0.31950,18,0.60699,17,0.72555
GRCh38_ENSG00000162511,GRCh38_LAPTM5,180,-0.4104,126,-1.0483,876,2.42704,219,-0.1152,109,-1.1759,161,-0.7190
GRCh38_ENSG00000162512,GRCh38_SDC3,17,-0.6184,12,-1.2175,54,1.30303,14,-1.0053,38,0.67479,30,0.38526
GRCh38_ENSG00000134644,GRCh38_PUM1,37,-0.8610,42,-0.7438,76,0.26559,68,0.07569,66,0.04015,83,0.53791
GRCh38_ENSG00000060688,GRCh38_SNRNP40,20,0.01159,18,-0.1382,8,-1.3125,8,-1.5244,49,1.54513,23,0.30724
GRCh38_ENSG00000121766,GRCh38_ZCCHC17,22,-0.1629,23,-0.1142,20,-0.3552,28,0.25615,33,0.47197,23,-0.1494
GRCh38_ENSG00000168528,GRCh38_SERINC2,199,-0.7044,245,-0.4174,193,-0.7479,269,-0.2615,430,0.52702,421,0.67258
GRCh38_ENSG00000142910,GRCh38_TINAGL1,22,-0.2926,25,-0.0609,11,-1.3488,33,0.43003,52,1.14753,20,-0.5027
GRCh38_ENSG00000162517,GRCh38_PEF1,52,-0.5342,52,-0.5857,80,0.13761,35,-1.2445,103,0.54702,109,0.88575
GRCh38_ENSG00000084636,GRCh38_COL16A1,116,0.35264,51,-1.0244,190,1.19757,44,-1.2673,84,-0.1712,118,0.51197
GRCh38_ENSG00000134668,GRCh38_SPOCD1,17,-0.3676,24,0.19031,19,-0.1942,11,-1.0612,33,0.65746,26,0.35552
GRCh38_ENSG00000184007,GRCh38_PTP4A2,104,-0.0638,64,-0.8885,158,0.61373,128,0.30953,152,0.55234,95,-0.2644
GRCh38_ENSG00000121774,GRCh38_KHDRBS1,79,-0.2580,70,-0.4895,80,-0.2251,105,0.22701,146,0.74377,91,-0.0428
GRCh38_ENSG00000121775,GRCh38_TMEM39B,22,0.49925,10,-0.7014,10,-0.6341,10,-0.7396,30,1.02774,18,0.32476
GRCh38_ENSG00000025800,GRCh38_KPNA6,9,-1.6625,27,-0.0496,31,0.15152,34,0.36417,22,-0.3486,32,0.25250
GRCh38_ENSG00000084652,GRCh38_TXLNA,56,-0.1230,56,-0.1405,78,0.41304,72,0.31740,86,0.56373,43,-0.6452
GRCh38_ENSG00000160055,GRCh38_TMEM234,14,0.30389,10,-0.2612,23,1.11950,3,-1.9419,17,0.60087,12,0.04792
GRCh38_ENSG00000084623,GRCh38_EIF3I,93,-0.6354,116,-0.3148,87,-0.7276,139,0.00411,290,1.24332,136,-0.0394
GRCh38_ENSG00000182866,GRCh38_LCK,21,0.19691,9,-1.2015,58,2.04099,14,-0.4728,10,-0.8529,16,-0.2522
GRCh38_ENSG00000116478,GRCh38_HDAC1,56,-0.3793,65,-0.1776,38,-0.9983,86,0.32243,93,0.42618,77,0.13180
GRCh38_ENSG00000175130,GRCh38_MARCKSL1,138,-0.4754,217,0.27643,267,0.58210,148,-0.4062,133,-0.5353,200,0.14187
GRCh38_ENSG00000160058,GRCh38_BSDC1,31,0.36379,19,-0.4693,30,0.31149,16,-0.7354,31,0.32120,29,0.31865
GRCh38_ENSG00000176261,GRCh38_ZBTB8OS,45,0.05300,44,0.02929,53,0.34019,26,-0.8640,56,0.42841,46,0.12975
GRCh38_ENSG00000162521,GRCh38_RBBP4,60,0.14472,41,-0.5202,56,0.03175,72,0.49782,81,0.62478,43,-0.4966
GRCh38_ENSG00000162522,GRCh38_KIAA1522,20,-0.7699,22,-0.6542,22,-0.6157,36,0.19506,31,-0.0736,45,0.73375
GRCh38_ENSG00000134684,GRCh38_YARS,83,-0.2498,49,-1.1610,107,0.15767,87,-0.1991,119,0.33148,130,0.65078
GRCh38_ENSG00000116497,GRCh38_S100PBP,15,-0.1461,8,-1.0771,11,-0.5883,15,-0.1155,23,0.58628,22,0.65870
GRCh38_ENSG00000121900,GRCh38_TMEM54,104,-1.3144,269,0.17750,191,-0.3841,186,-0.4712,189,-0.4015,348,0.80391
GRCh38_ENSG00000116514,GRCh38_RNF19B,49,-0.3449,62,0.05069,35,-0.8415,55,-0.1732,56,-0.1382,77,0.53026
GRCh38_ENSG00000004455,GRCh38_AK2,80,-0.4759,101,-0.1373,90,-0.2947,99,-0.1697,136,0.36228,127,0.33531
GRCh38_ENSG00000160094,GRCh38_ZNF362,22,0.63362,8,-0.8877,17,0.22035,8,-0.9776,17,0.22562,19,0.58727
GRCh38_ENSG00000134686,GRCh38_PHC2,100,0.38520,46,-0.9296,143,0.98121,37,-1.2541,122,0.71000,87,0.19220
GRCh38_ENSG00000163866,GRCh38_SMIM12,38,-0.2398,33,-0.5113,32,-0.5148,44,0.01239,66,0.66111,50,0.27703
GRCh38_ENSG00000189280,GRCh38_GJB5,56,-1.0371,122,0.19985,67,-0.7681,96,-0.2305,120,0.14988,138,0.50942
GRCh38_ENSG00000189433,GRCh38_GJB4,11,-0.7282,21,0.29862,10,-0.9189,11,-0.7992,32,0.93452,21,0.30185
GRCh38_ENSG00000188910,GRCh38_GJB3,39,-1.2363,77,-0.2358,60,-0.5896,78,-0.2218,114,0.41265,119,0.67170
GRCh38_ENSG00000243749,GRCh38_TMEM35B,22,0.09712,9,-1.2984,37,0.92569,18,-0.2530,36,0.88629,20,-0.1156
GRCh38_ENSG00000163867,GRCh38_ZMYM6,13,-0.3557,17,-0.0174,20,0.25778,30,1.12666,10,-0.7612,10,-0.8683
GRCh38_ENSG00000116560,GRCh38_SFPQ,121,-0.1841,95,-0.6121,109,-0.3420,105,-0.4423,209,0.70901,172,0.52009
GRCh38_ENSG00000146463,GRCh38_ZMYM4,15,-0.2191,9,-1.1139,7,-1.2278,29,0.99533,17,-0.0111,19,0.21440
GRCh38_ENSG00000142687,GRCh38_KIAA0319L,35,0.01327,20,-0.9160,25,-0.4938,29,-0.3226,39,0.17583,50,0.82126
GRCh38_ENSG00000020129,GRCh38_NCDN,13,-0.6958,14,-0.6758,15,-0.4945,11,-1.0955,32,0.63466,34,1.08109
GRCh38_ENSG00000126067,GRCh38_PSMB2,133,-0.3148,110,-0.6676,124,-0.4183,115,-0.6012,354,1.32812,187,0.30166
GRCh38_ENSG00000092847,GRCh38_AGO1,15,-0.2481,10,-0.9280,25,0.55025,20,0.22318,23,0.43138,18,0.01485
GRCh38_ENSG00000126070,GRCh38_AGO3,15,0.09285,4,-1.8585,7,-1.1292,30,1.50461,13,-0.1457,13,-0.1763
GRCh38_ENSG00000116863,GRCh38_ADPRHL2,25,-0.3642,25,-0.4175,26,-0.3173,17,-1.0759,38,0.25208,49,0.98019
GRCh38_ENSG00000171812,GRCh38_COL8A2,16,0.22237,10,-0.4789,34,1.47936,12,-0.2184,12,-0.1903,11,-0.5125
GRCh38_ENSG00000054116,GRCh38_TRAPPC3,78,-0.2303,86,-0.0902,72,-0.3542,65,-0.5636,113,0.35187,113,0.48217
GRCh38_ENSG00000116871,GRCh38_MAP7D1,152,-0.9081,334,0.37801,245,-0.1635,206,-0.4871,293,0.12255,317,0.32525
GRCh38_ENSG00000054118,GRCh38_THRAP3,78,0.06816,57,-0.4655,61,-0.3237,93,0.38756,111,0.63213,67,-0.2310
GRCh38_ENSG00000214193,GRCh38_SH3D21,10,-1.0892,30,0.64999,5,-2.0394,13,-0.8438,23,0.16534,29,0.69275
GRCh38_ENSG00000142694,GRCh38_EVA1B,78,0.76021,25,-1.1369,114,1.43033,48,-0.0324,75,0.67353,26,-1.1472
GRCh38_ENSG00000196182,GRCh38_STK40,59,0.22303,67,0.48084,33,-0.7029,47,-0.1490,28,-0.9224,56,0.15675
GRCh38_ENSG00000181817,GRCh38_LSM10,33,0.03043,14,-1.3061,25,-0.3850,24,-0.5263,51,0.75386,45,0.76943
GRCh38_ENSG00000116898,GRCh38_MRPS15,35,-0.9442,56,-0.2586,54,-0.2720,78,0.34871,95,0.63315,64,-0.0012
GRCh38_ENSG00000163874,GRCh38_ZC3H12A,45,-0.6359,77,0.25651,38,-0.8890,20,-1.9422,58,-0.2137,112,1.21193
GRCh38_ENSG00000163875,GRCh38_MEAF6,34,-0.1894,40,0.06994,27,-0.5727,46,0.30163,30,-0.3998,41,0.13892
GRCh38_ENSG00000163877,GRCh38_SNIP1,12,-0.5373,21,0.43587,19,0.25144,18,0.17577,11,-0.6427,15,-0.1927
GRCh38_ENSG00000134697,GRCh38_GNL2,21,-0.4964,17,-0.8686,23,-0.4027,26,-0.2398,44,0.65776,40,0.66839
GRCh38_ENSG00000196449,GRCh38_YRDC,21,0.34922,16,-0.1181,13,-0.3803,7,-1.3517,25,0.63378,21,0.47847
GRCh38_ENSG00000197982,GRCh38_C1orf122,75,-0.1947,63,-0.5148,67,-0.3644,69,-0.3409,122,0.60172,105,0.47940
GRCh38_ENSG00000188786,GRCh38_MTF1,4,-1.8126,20,0.70698,13,-0.0130,20,0.73691,6,-1.1722,11,-0.4466
GRCh38_ENSG00000183431,GRCh38_SF3A3,36,0.14201,22,-0.6783,16,-1.0975,39,0.31390,62,1.05283,31,-0.1266
GRCh38_ENSG00000183386,GRCh38_FHL3,25,0.37210,10,-1.1121,15,-0.4444,14,-0.6502,32,0.76955,27,0.62822
GRCh38_ENSG00000183520,GRCh38_UTP11,14,-1.2417,28,-0.2148,36,0.20261,35,0.16753,44,0.53061,33,0.04767
GRCh38_ENSG00000116954,GRCh38_RRAGC,44,-0.4484,50,-0.2758,60,0.02019,59,0.00513,51,-0.2375,72,0.42723
GRCh38_ENSG00000214114,GRCh38_MYCBP,32,0.29086,21,-0.3663,9,-1.5321,20,-0.4412,55,1.21867,28,0.13461
GRCh38_ENSG00000174574,GRCh38_AKIRIN1,21,-0.7727,41,0.33414,33,-0.0704,39,0.23178,39,0.20721,30,-0.2644
GRCh38_ENSG00000168653,GRCh38_NDUFS5,127,-0.4363,118,-0.6122,172,0.03989,184,0.17581,285,0.87920,163,-0.0614
GRCh38_ENSG00000127603,GRCh38_MACF1,95,-1.2452,169,-0.4000,200,-0.0917,421,1.40031,135,-0.7101,170,-0.4375
GRCh38_ENSG00000090621,GRCh38_PABPC4,58,-0.1815,37,-0.9791,92,0.56382,78,0.32816,92,0.55677,60,-0.1560
GRCh38_ENSG00000084072,GRCh38_PPIE,51,0.48380,23,-0.8294,24,-0.6862,42,0.21182,51,0.50530,40,0.11387
GRCh38_ENSG00000043514,GRCh38_TRIT1,6,-0.8501,12,0.12763,10,-0.1232,3,-1.7665,20,0.96582,14,0.56533
GRCh38_ENSG00000116990,GRCh38_MYCL,6,-1.8326,12,-1.0114,13,-0.7802,12,-0.9123,20,-0.1192,43,1.73912
GRCh38_ENSG00000168389,GRCh38_MFSD2A,7,-1.5520,8,-1.4269,4,-2.1192,6,-1.8530,55,1.82653,33,1.25744
GRCh38_ENSG00000131236,GRCh38_CAP1,198,-0.6300,249,-0.3012,252,-0.2532,356,0.34367,478,0.79666,272,-0.1656
GRCh38_ENSG00000131238,GRCh38_PPT1,54,-0.7058,53,-0.8075,125,0.64174,101,0.33456,94,0.17403,88,0.08428
GRCh38_ENSG00000084073,GRCh38_ZMPSTE24,29,-0.4792,26,-0.6791,44,0.20146,54,0.60475,47,0.29602,37,-0.1234
GRCh38_ENSG00000084070,GRCh38_SMAP2,47,0.48108,39,0.17335,53,0.67035,29,-0.3546,40,0.22384,25,-0.6275
GRCh38_ENSG00000066136,GRCh38_NFYC,18,-0.7687,35,0.26650,21,-0.5822,28,-0.1045,38,0.39213,32,0.15202
GRCh38_ENSG00000179862,GRCh38_CITED4,83,-1.2279,212,0.25760,104,-0.8854,164,-0.2031,112,-0.7769,263,0.80729
GRCh38_ENSG00000171793,GRCh38_CTPS1,41,0.09038,24,-0.8125,35,-0.1258,27,-0.5865,64,0.85444,47,0.43711
GRCh38_ENSG00000198815,GRCh38_FOXJ3,33,0.33791,24,-0.1493,14,-0.9292,36,0.57134,22,-0.3144,25,-0.1053
GRCh38_ENSG00000127125,GRCh38_PPCS,73,-0.2592,74,-0.2509,77,-0.1677,65,-0.4744,79,-0.1230,116,0.67546
GRCh38_ENSG00000171960,GRCh38_PPIH,16,-0.3066,9,-1.2488,9,-1.0994,11,-0.8677,57,1.88944,23,0.39849
GRCh38_ENSG00000065978,GRCh38_YBX1,154,-0.4998,113,-1.0543,214,0.01431,320,0.79409,396,1.05012,162,-0.5260
GRCh38_ENSG00000117385,GRCh38_P3H1,33,0.61400,16,-0.5774,35,0.71719,23,0.06436,48,1.26060,10,-1.4057
GRCh38_ENSG00000164008,GRCh38_C1orf50,10,-0.3728,8,-0.7914,25,1.04166,8,-0.8316,17,0.37193,16,0.39060
GRCh38_ENSG00000117394,GRCh38_SLC2A1,201,-0.7639,230,-0.6147,206,-0.7312,296,-0.1834,275,-0.2772,515,1.05539
GRCh38_ENSG00000117395,GRCh38_EBNA1BP2,40,-0.3061,30,-0.8294,47,-0.0657,34,-0.6221,105,1.29047,56,0.29619
GRCh38_ENSG00000117399,GRCh38_CDC20,9,-1.1562,5,-2.0542,0,-5.0378,31,0.81801,82,2.59846,12,-0.9245
GRCh38_ENSG00000066322,GRCh38_ELOVL1,84,-0.2282,106,0.16230,89,-0.1428,63,-0.7402,151,0.71937,103,0.12491
GRCh38_ENSG00000159479,GRCh38_MED8,52,0.07996,57,0.24121,56,0.19067,35,-0.5959,47,-0.1003,53,0.12448
GRCh38_ENSG00000198198,GRCh38_SZT2,21,-0.2474,24,-0.0610,40,0.76371,17,-0.6875,27,0.14053,27,0.12764
GRCh38_ENSG00000178922,GRCh38_HYI,40,0.89171,9,-1.4923,23,-0.0194,13,-0.9255,50,1.28412,25,0.13093
GRCh38_ENSG00000142949,GRCh38_PTPRF,119,-0.7818,126,-0.7620,112,-0.8752,177,-0.1925,200,0.02386,310,1.06477
GRCh38_ENSG00000066135,GRCh38_KDM4A,10,-0.8959,7,-1.4432,20,0.24498,28,0.93530,14,-0.3036,19,0.24661
GRCh38_ENSG00000117408,GRCh38_IPO13,27,0.13962,24,-0.0703,18,-0.5264,19,-0.4666,34,0.49508,28,0.25532
GRCh38_ENSG00000132768,GRCh38_DPH2,7,-0.9270,7,-0.9638,24,0.94574,13,-0.0261,17,0.42176,14,0.18901
GRCh38_ENSG00000117410,GRCh38_ATP6V0B,219,0.14363,169,-0.2972,222,0.16493,168,-0.3068,253,0.38201,211,0.10998
GRCh38_ENSG00000117411,GRCh38_B4GALT2,60,0.51820,35,-0.4130,32,-0.4844,31,-0.6101,82,1.04479,44,0.02634
GRCh38_ENSG00000196517,GRCh38_SLC6A9,14,-0.3840,8,-1.4216,21,0.20502,12,-0.7069,8,-1.2543,34,1.48471
GRCh38_ENSG00000178028,GRCh38_DMAP1,55,0.99748,18,-0.8398,31,0.03708,14,-1.2204,39,0.39550,37,0.44919
GRCh38_ENSG00000117419,GRCh38_ERI3,32,-0.0207,17,-1.0497,34,0.04648,25,-0.4373,73,1.34064,34,0.10262
GRCh38_ENSG00000187147,GRCh38_RNF220,51,0.23275,21,-1.2431,36,-0.2853,45,0.06445,61,0.52929,53,0.39231
GRCh38_ENSG00000142937,GRCh38_RPS8,1422,-0.0692,901,-0.8564,1378,-0.1189,830,-0.9895,2111,0.57658,2159,0.85172
GRCh38_ENSG00000173846,GRCh38_PLK3,28,-0.1760,64,1.42160,23,-0.4725,17,-1.0524,33,0.07413,23,-0.5790
GRCh38_ENSG00000070785,GRCh38_EIF2B3,18,0.14770,7,-1.2586,15,-0.1411,12,-0.4958,32,1.12142,19,0.38607
GRCh38_ENSG00000126107,GRCh38_HECTD3,18,-0.1894,13,-0.7811,33,0.76241,13,-0.8085,22,0.15243,27,0.58187
GRCh38_ENSG00000126088,GRCh38_UROD,47,-0.1560,22,-1.3915,90,0.89778,43,-0.3462,80,0.68890,58,0.23033
GRCh38_ENSG00000117450,GRCh38_PRDX1,271,-0.1453,195,-0.7257,316,0.09901,261,-0.2332,554,1.04255,307,0.06412
GRCh38_ENSG00000117448,GRCh38_AKR1A1,129,0.56872,58,-0.7531,126,0.54097,70,-0.4573,113,0.34916,94,0.08265
GRCh38_ENSG00000132780,GRCh38_NASP,77,0.37035,40,-0.7289,59,-0.0690,38,-0.8252,115,1.04498,69,0.24879
GRCh38_ENSG00000159592,GRCh38_GPBP1L1,56,-0.2691,70,0.10155,45,-0.6090,64,-0.0533,82,0.33747,70,0.12773
GRCh38_ENSG00000159596,GRCh38_TMEM69,21,0.23631,11,-0.7386,33,1.05116,13,-0.5063,19,0.15181,18,0.04956
GRCh38_ENSG00000086015,GRCh38_MAST2,30,0.34248,25,0.03255,28,0.21332,22,-0.1574,34,0.56779,19,-0.4864
GRCh38_ENSG00000117472,GRCh38_TSPAN1,7,-1.3153,9,-0.9401,5,-1.6063,20,0.36342,53,2.07025,13,-0.3992
GRCh38_ENSG00000085998,GRCh38_POMGNT1,34,0.60853,18,-0.4427,17,-0.4936,12,-1.1339,44,1.05434,26,0.24530
GRCh38_ENSG00000132128,GRCh38_LRRC41,35,-0.1432,29,-0.5028,58,0.67021,32,-0.3195,53,0.50665,39,0.03514
GRCh38_ENSG00000173660,GRCh38_UQCRH,234,0.04530,126,-1.0047,180,-0.3703,153,-0.6766,446,1.13566,285,0.48984
GRCh38_ENSG00000117481,GRCh38_NSUN4,16,0.07307,8,-1.0803,23,0.61987,18,0.30891,12,-0.3889,17,0.19479
GRCh38_ENSG00000079277,GRCh38_MKNK1,34,-0.4091,35,-0.4059,49,0.16285,36,-0.3477,67,0.68374,50,0.25117
GRCh38_ENSG00000142961,GRCh38_MOB3C,38,0.56129,13,-1.1264,4,-2.6752,7,-2.1385,48,0.97399,45,1.25941
GRCh38_ENSG00000123472,GRCh38_ATPAF1,22,0.23570,20,0.08544,10,-0.9503,16,-0.3109,28,0.61492,20,0.04873
GRCh38_ENSG00000159658,GRCh38_EFCAB14,45,-0.2446,54,0.04781,50,-0.0948,74,0.64081,51,-0.0674,42,-0.4538
GRCh38_ENSG00000162366,GRCh38_PDZK1IP1,106,-2.0700,670,0.95092,247,-0.7948,368,-0.1977,126,-1.8086,519,0.50696
GRCh38_ENSG00000162368,GRCh38_CMPK1,49,-0.9421,89,-0.0267,81,-0.1875,140,0.82800,80,-0.1928,80,-0.2611
GRCh38_ENSG00000185104,GRCh38_FAF1,24,-0.2069,11,-1.4932,33,0.33457,40,0.71992,34,0.36229,26,-0.0617
GRCh38_ENSG00000123091,GRCh38_RNF11,82,-0.9150,135,-0.1552,157,0.10082,197,0.53764,83,-0.8882,163,0.21146
GRCh38_ENSG00000085832,GRCh38_EPS15,26,-0.4294,26,-0.4880,62,0.97847,59,1.04097,28,-0.2927,19,-1.0646
GRCh38_ENSG00000117859,GRCh38_OSBPL9,31,-0.0967,21,-0.7326,41,0.34883,39,0.34448,32,-0.0512,34,0.09059
GRCh38_ENSG00000078618,GRCh38_NRDC,90,-0.0684,70,-0.5102,78,-0.3000,112,0.31707,112,0.28452,99,0.10435
GRCh38_ENSG00000117862,GRCh38_TXNDC12,45,-0.5056,39,-0.7963,50,-0.3329,59,-0.0942,122,1.13799,69,0.22857
GRCh38_ENSG00000134717,GRCh38_BTF3L4,23,-1.3859,48,-0.3094,68,0.28245,77,0.56018,37,-0.6743,64,0.25175
GRCh38_ENSG00000134748,GRCh38_PRPF38A,8,-1.8306,26,-0.0884,20,-0.5455,25,-0.2116,50,0.98467,33,0.33433
GRCh38_ENSG00000134744,GRCh38_TUT4,13,-0.2270,5,-1.6680,21,0.53500,32,1.59140,12,-0.3052,9,-0.8739
GRCh38_ENSG00000162377,GRCh38_COA7,14,-0.0085,6,-1.4705,6,-1.3589,20,0.63801,18,0.38946,18,0.44918
GRCh38_ENSG00000116171,GRCh38_SCP2,62,-0.3749,76,-0.0786,80,0.00749,84,0.10018,100,0.37975,77,-0.0585
GRCh38_ENSG00000162384,GRCh38_CZIB,21,-0.7682,17,-1.1767,63,0.96986,30,-0.2815,38,0.10361,45,0.53574
GRCh38_ENSG00000162385,GRCh38_MAGOH,41,-0.2018,34,-0.5265,25,-0.9168,25,-1.0537,95,1.21920,61,0.60995
GRCh38_ENSG00000058804,GRCh38_NDC1,6,-1.2388,3,-2.1986,3,-2.1365,18,0.56472,34,1.62055,16,0.35546
GRCh38_ENSG00000058799,GRCh38_YIPF1,38,0.46944,29,0.06647,45,0.75088,18,-0.7568,28,-0.0214,26,-0.1825
GRCh38_ENSG00000081870,GRCh38_HSPB11,28,0.20846,14,-0.9018,25,0.02518,14,-0.9907,62,1.57510,25,0.04213
GRCh38_ENSG00000116212,GRCh38_LRRC42,12,-0.6961,14,-0.5011,19,-0.0374,13,-0.6736,38,1.12090,23,0.37915
GRCh38_ENSG00000116209,GRCh38_TMEM59,127,-0.4318,182,0.15638,237,0.57241,193,0.26152,121,-0.5137,146,-0.2760
GRCh38_ENSG00000116221,GRCh38_MRPL37,39,-0.4149,37,-0.5806,52,0.02073,41,-0.3945,109,1.26768,53,0.05244
GRCh38_ENSG00000157216,GRCh38_SSBP3,23,0.03743,13,-0.8745,34,0.69677,17,-0.4894,23,0.05006,27,0.45892
GRCh38_ENSG00000243725,GRCh38_TTC4,20,-0.1789,14,-0.7739,28,0.36372,16,-0.5420,30,0.43691,29,0.52039
GRCh38_ENSG00000006555,GRCh38_TTC22,15,-1.9151,69,0.49098,58,0.14763,43,-0.3781,5,-3.3148,77,0.81237
GRCh38_ENSG00000116133,GRCh38_DHCR24,45,-1.4561,148,0.43105,81,-0.5769,101,-0.2737,23,-2.4518,176,0.92361
GRCh38_ENSG00000162402,GRCh38_USP24,15,-1.3330,38,0.06944,51,0.50639,46,0.38833,30,-0.3290,35,-0.0987
GRCh38_ENSG00000184292,GRCh38_TACSTD2,294,-1.7095,1386,0.84311,801,-0.1765,497,-1.0002,401,-1.2438,1230,0.70980
GRCh38_ENSG00000162601,GRCh38_MYSM1,8,-1.2996,11,-0.8836,15,-0.3622,42,1.61894,18,-0.0973,14,-0.5250
GRCh38_ENSG00000177606,GRCh38_JUN,101,-0.8555,144,-0.3413,292,0.85278,118,-0.6786,71,-1.3809,253,0.84052
GRCh38_ENSG00000134709,GRCh38_HOOK1,14,-0.8290,29,0.30707,21,-0.2202,44,1.15969,3,-2.8913,20,-0.4035
GRCh38_ENSG00000162599,GRCh38_NFIA,6,-1.8886,13,-0.7818,21,-0.0244,50,1.79430,15,-0.5320,15,-0.6920
GRCh38_ENSG00000162604,GRCh38_TM2D1,18,-0.5223,23,-0.2039,29,0.18940,23,-0.2319,37,0.58485,27,0.12856
GRCh38_ENSG00000132849,GRCh38_PATJ,11,-0.9644,15,-0.5680,10,-1.0307,39,1.27186,15,-0.4630,21,-0.0053
GRCh38_ENSG00000162607,GRCh38_USP1,13,-0.9615,12,-1.1112,10,-1.3437,39,0.91077,52,1.28403,22,-0.2296
GRCh38_ENSG00000088035,GRCh38_ALG6,14,0.03238,6,-1.2997,29,1.23300,4,-1.7890,11,-0.2945,21,0.92215
GRCh38_ENSG00000079739,GRCh38_PGM1,19,-0.0084,11,-0.8385,19,0.04090,17,-0.1285,45,1.46806,16,-0.3315
GRCh38_ENSG00000162434,GRCh38_JAK1,69,-0.2366,73,-0.1647,118,0.63908,112,0.64508,56,-0.5425,62,-0.5044
GRCh38_ENSG00000162433,GRCh38_AK4,7,-1.2732,8,-1.1296,5,-1.5870,28,1.12077,29,0.98823,15,-0.1042
GRCh38_ENSG00000213625,GRCh38_LEPROT,39,-0.9116,82,0.29600,84,0.31009,97,0.62012,42,-0.7712,58,-0.3657
GRCh38_ENSG00000198160,GRCh38_MIER1,13,-1.1892,20,-0.5898,19,-0.5942,56,1.40884,30,0.14143,22,-0.4852
GRCh38_ENSG00000142864,GRCh38_SERBP1,185,-1.0623,217,-0.8985,333,-0.1570,457,0.40552,358,-0.0401,483,0.60325
GRCh38_ENSG00000116717,GRCh38_GADD45A,66,-0.0841,73,0.10595,74,0.10107,36,-1.0994,67,-0.0525,89,0.54901
GRCh38_ENSG00000172380,GRCh38_GNG12,57,-0.9021,82,-0.3893,74,-0.5040,176,1.05706,85,-0.2980,98,-0.0982
GRCh38_ENSG00000116729,GRCh38_WLS,18,-0.8616,17,-1.0303,23,-0.5057,49,0.79243,50,0.73552,32,0.01689
GRCh38_ENSG00000116754,GRCh38_SRSF11,88,-0.0422,53,-0.9079,160,0.95202,116,0.47437,85,-0.0886,77,-0.3189
GRCh38_ENSG00000118454,GRCh38_ANKRD13C,9,-0.8842,21,0.40036,10,-0.8354,17,0.06124,17,-0.0102,18,0.20245
GRCh38_ENSG00000132485,GRCh38_ZRANB2,52,0.18202,39,-0.2973,43,-0.1204,60,0.50113,57,0.33377,37,-0.4241
