Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to10,Feature log2 fold change topic 7to10
GRCh38_ENSG00000076356,GRCh38_PLXNA2,11,-0.3480,5,-1.4842,22,1.13535,12,-0.2906
GRCh38_ENSG00000230937,GRCh38_MIR205HG,617,-1.0135,648,-1.0244,489,-1.5972,2115,1.90711
GRCh38_ENSG00000196878,GRCh38_LAMB3,595,-0.2892,366,-1.1295,327,-1.4293,1209,1.65141
GRCh38_ENSG00000123689,GRCh38_G0S2,17,-0.2977,8,-1.4610,32,0.95634,20,-0.1223
GRCh38_ENSG00000162757,GRCh38_C1orf74,14,-1.0767,38,0.52880,20,-0.6962,34,0.44467
GRCh38_ENSG00000117595,GRCh38_IRF6,59,-1.7373,183,-0.0152,185,0.00561,217,0.40360
GRCh38_ENSG00000117625,GRCh38_RCOR3,28,0.35244,19,-0.2615,21,-0.0774,23,0.08582
GRCh38_ENSG00000170385,GRCh38_SLC30A1,12,-1.0824,30,0.27635,34,0.60042,21,-0.4769
GRCh38_ENSG00000123684,GRCh38_LPGAT1,6,-1.7229,6,-1.7738,34,1.43461,17,-0.2288
GRCh38_ENSG00000143493,GRCh38_INTS7,9,-0.6353,13,-0.1864,14,-0.0057,16,0.31847
GRCh38_ENSG00000066027,GRCh38_PPP2R5A,24,-1.2769,55,-0.0165,64,0.29261,57,0.08220
GRCh38_ENSG00000117691,GRCh38_NENF,90,0.25238,35,-1.3147,70,-0.1705,99,0.67747
GRCh38_ENSG00000162772,GRCh38_ATF3,18,-0.3768,23,-0.0094,22,-0.1123,25,0.22714
GRCh38_ENSG00000143499,GRCh38_SMYD2,38,0.29786,8,-2.2197,35,0.26705,38,0.51939
GRCh38_ENSG00000152104,GRCh38_PTPN14,24,-0.5058,14,-1.4281,55,1.25870,27,-0.3969
GRCh38_ENSG00000117724,GRCh38_CENPF,8,-0.8633,2,-2.5997,21,0.79781,17,0.44567
GRCh38_ENSG00000092978,GRCh38_GPATCH2,14,-0.1662,13,-0.2760,21,0.59510,14,-0.3348
GRCh38_ENSG00000143353,GRCh38_LYPLAL1,8,-0.5869,14,0.25145,11,-0.2372,13,0.20855
GRCh38_ENSG00000136628,GRCh38_EPRS,37,-0.6284,41,-0.5074,66,0.38792,59,0.14343
GRCh38_ENSG00000067704,GRCh38_IARS2,25,-0.5663,23,-0.8066,37,0.04454,46,0.57702
GRCh38_ENSG00000118873,GRCh38_RAB3GAP2,15,-0.8458,14,-1.0312,41,1.11339,22,-0.2975
GRCh38_ENSG00000143507,GRCh38_DUSP10,12,-0.4172,21,0.62440,17,0.26737,12,-0.6052
GRCh38_ENSG00000154305,GRCh38_MIA3,29,-0.0755,20,-0.7094,45,0.90554,25,-0.4583
GRCh38_ENSG00000186063,GRCh38_AIDA,61,0.10543,39,-0.6321,62,0.17659,61,0.16663
GRCh38_ENSG00000162819,GRCh38_BROX,18,-1.1396,30,-0.3683,47,0.48081,39,0.09259
GRCh38_ENSG00000162909,GRCh38_CAPN2,231,-0.2216,185,-0.6215,191,-0.6312,369,0.91242
GRCh38_ENSG00000143514,GRCh38_TP53BP2,29,-0.5098,67,0.94712,38,-0.1495,33,-0.4781
GRCh38_ENSG00000143756,GRCh38_FBXO28,15,-0.9218,20,-0.5596,30,0.23245,32,0.38088
GRCh38_ENSG00000143753,GRCh38_DEGS1,37,-0.5405,30,-0.9232,68,0.59258,55,0.11925
GRCh38_ENSG00000143771,GRCh38_CNIH4,44,-0.5392,44,-0.5734,63,0.02928,74,0.47439
GRCh38_ENSG00000162923,GRCh38_WDR26,46,-0.8234,109,0.63597,92,0.37045,59,-0.6059
GRCh38_ENSG00000143815,GRCh38_LBR,26,0.00740,10,-1.4668,29,0.24284,31,0.47008
GRCh38_ENSG00000154380,GRCh38_ENAH,46,-1.3688,82,-0.5482,176,1.05260,96,-0.3582
GRCh38_ENSG00000143742,GRCh38_SRP9,59,-0.2175,45,-0.7092,80,0.36103,72,0.14964
GRCh38_ENSG00000143819,GRCh38_EPHX1,22,0.25505,14,-0.4715,29,1.05854,12,-0.9350
GRCh38_ENSG00000196187,GRCh38_TMEM63A,21,0.51550,17,0.14818,14,-0.0986,14,-0.2441
GRCh38_ENSG00000143811,GRCh38_PYCR2,19,-0.0705,16,-0.3583,14,-0.6266,26,0.72277
GRCh38_ENSG00000163041,GRCh38_H3F3A,295,-0.5456,380,-0.1696,500,0.38584,406,-0.0697
GRCh38_ENSG00000182827,GRCh38_ACBD3,33,-0.3643,49,0.29948,48,0.30389,35,-0.3767
GRCh38_ENSG00000143799,GRCh38_PARP1,44,0.46898,14,-1.3812,25,-0.5066,46,0.85927
GRCh38_ENSG00000143772,GRCh38_ITPKB,21,0.19909,24,0.44300,14,-0.5296,19,0.02582
GRCh38_ENSG00000143740,GRCh38_SNAP47,21,-0.0295,19,-0.2522,18,-0.3377,26,0.44112
GRCh38_ENSG00000081692,GRCh38_JMJD4,22,-0.1618,21,-0.2951,24,-0.0976,28,0.32114
GRCh38_ENSG00000143761,GRCh38_ARF1,151,-0.4965,189,-0.1617,232,0.23788,211,0.05158
GRCh38_ENSG00000143793,GRCh38_C1orf35,13,-0.2276,11,-0.4828,13,-0.3567,20,0.64747
GRCh38_ENSG00000162910,GRCh38_MRPL55,60,0.07245,27,-1.2786,57,-0.0250,73,0.61727
GRCh38_ENSG00000143774,GRCh38_GUK1,270,-0.4539,290,-0.3797,353,-0.0417,423,0.41065
GRCh38_ENSG00000154370,GRCh38_TRIM11,17,-0.3330,17,-0.3742,16,-0.4856,27,0.71724
GRCh38_ENSG00000168159,GRCh38_RNF187,97,-0.2874,96,-0.3410,107,-0.1753,139,0.44988
GRCh38_ENSG00000168118,GRCh38_RAB4A,29,-0.6542,29,-0.6787,44,0.03153,54,0.55246
GRCh38_ENSG00000069248,GRCh38_NUP133,17,-0.3363,11,-1.0154,21,-0.0224,27,0.65603
GRCh38_ENSG00000135801,GRCh38_TAF5L,10,-0.3816,13,0.11990,15,0.35059,11,-0.2801
GRCh38_ENSG00000143641,GRCh38_GALNT2,66,0.31191,27,-1.1930,57,0.08489,64,0.39843
GRCh38_ENSG00000135775,GRCh38_COG2,23,0.38153,10,-1.0179,14,-0.5811,25,0.82204
GRCh38_ENSG00000119280,GRCh38_C1orf198,30,-0.4193,25,-0.7397,57,0.86861,34,-0.2823
GRCh38_ENSG00000173409,GRCh38_ARV1,9,-0.4965,11,-0.1944,12,-0.0720,14,0.34245
GRCh38_ENSG00000182118,GRCh38_FAM89A,18,-1.4513,55,0.25942,43,-0.2335,56,0.37392
GRCh38_ENSG00000143633,GRCh38_C1orf131,7,-0.6122,4,-1.4852,11,-0.0567,15,0.92387
GRCh38_ENSG00000116906,GRCh38_GNPAT,33,0.10015,16,-1.0665,30,-0.0352,38,0.53907
GRCh38_ENSG00000116903,GRCh38_EXOC8,13,-0.0392,10,-0.4043,16,0.39523,12,-0.1024
GRCh38_ENSG00000135766,GRCh38_EGLN1,12,-0.7544,13,-0.6310,30,0.99946,16,-0.3863
GRCh38_ENSG00000116918,GRCh38_TSNAX,28,-0.1152,22,-0.5503,35,0.28086,32,0.11182
GRCh38_ENSG00000116991,GRCh38_SIPA1L2,11,-0.9193,18,-0.1840,26,0.59398,18,-0.1744
GRCh38_ENSG00000135778,GRCh38_NTPCR,22,-0.3236,9,-1.8416,31,0.26698,35,0.66010
GRCh38_ENSG00000135750,GRCh38_KCNK1,18,-1.4411,56,0.32061,39,-0.3704,56,0.43354
GRCh38_ENSG00000168275,GRCh38_COA6,25,-0.6115,28,-0.5004,25,-0.7702,54,1.05780
GRCh38_ENSG00000059588,GRCh38_TARBP1,19,-0.3056,13,-0.8990,24,0.14624,27,0.45555
GRCh38_ENSG00000168264,GRCh38_IRF2BP2,83,-0.6437,111,-0.2162,124,-0.0147,144,0.34584
GRCh38_ENSG00000173726,GRCh38_TOMM20,108,-0.1309,85,-0.5546,116,-0.0175,136,0.38253
GRCh38_ENSG00000054267,GRCh38_ARID4B,30,0.14154,24,-0.2592,38,0.67702,21,-0.5597
GRCh38_ENSG00000152904,GRCh38_GGPS1,15,-0.7080,18,-0.4914,31,0.55471,24,-0.0059
GRCh38_ENSG00000162885,GRCh38_B3GALNT2,13,-0.7469,14,-0.6792,27,0.55484,22,0.09865
GRCh38_ENSG00000168243,GRCh38_GNG4,14,0.18696,9,-0.4967,8,-0.7001,16,0.74951
GRCh38_ENSG00000143669,GRCh38_LYST,14,-1.0881,17,-0.8420,50,1.41139,21,-0.6702
GRCh38_ENSG00000116962,GRCh38_NID1,38,0.98519,10,-1.2470,27,0.52395,18,-0.3518
GRCh38_ENSG00000077585,GRCh38_GPR137B,11,-1.0719,22,0.08267,27,0.51747,19,-0.2435
GRCh38_ENSG00000116977,GRCh38_LGALS8,34,-0.5019,47,0.01628,43,-0.1572,52,0.28270
GRCh38_ENSG00000119285,GRCh38_HEATR1,17,-0.3079,11,-0.9966,27,0.62029,21,0.05476
GRCh38_ENSG00000116984,GRCh38_MTR,16,0.22515,7,-1.1790,16,0.35359,15,0.18879
GRCh38_ENSG00000091483,GRCh38_FH,12,-0.6189,19,0.01978,23,0.40840,17,-0.1967
GRCh38_ENSG00000143702,GRCh38_CEP170,10,-0.7013,4,-2.0992,38,2.24602,9,-1.3211
GRCh38_ENSG00000054282,GRCh38_SDCCAG8,21,-0.8343,15,-1.4264,32,-0.2576,54,1.12412
GRCh38_ENSG00000117020,GRCh38_AKT3,9,-0.5304,4,-1.7583,20,1.07686,12,-0.0910
GRCh38_ENSG00000035687,GRCh38_ADSS,22,-0.3971,20,-0.6186,30,0.10013,33,0.39654
GRCh38_ENSG00000121644,GRCh38_DESI2,4,-1.8085,14,-0.0089,20,0.76363,12,-0.3139
GRCh38_ENSG00000203667,GRCh38_COX20,31,-0.2220,21,-0.8819,29,-0.4379,50,0.89337
GRCh38_ENSG00000153187,GRCh38_HNRNPU,186,-0.0273,123,-0.7347,214,0.26572,204,0.18447
GRCh38_ENSG00000185420,GRCh38_SMYD3,21,0.66165,6,-1.4486,15,0.22493,15,0.19527
GRCh38_ENSG00000162852,GRCh38_CNST,13,-0.3492,24,0.79819,20,0.53750,9,-1.1317
GRCh38_ENSG00000153207,GRCh38_AHCTF1,13,-0.9324,23,-0.1011,38,1.02353,18,-0.7042
GRCh38_ENSG00000162714,GRCh38_ZNF496,12,-0.1089,13,0.03024,12,-0.1693,14,0.16233
GRCh38_ENSG00000175137,GRCh38_SH3BP5L,3,-2.4611,29,0.87147,19,0.08933,16,-0.2877
GRCh38_ENSG00000171161,GRCh38_ZNF672,14,-0.6863,16,-0.5257,26,0.33567,24,0.21623
GRCh38_ENSG00000171163,GRCh38_ZNF692,41,0.80234,17,-0.6687,7,-2.1349,39,1.24784
GRCh38_ENSG00000184731,GRCh38_FAM110C,2,-3.2177,18,-0.5142,23,-0.0657,33,0.86702
GRCh38_ENSG00000035115,GRCh38_SH3YL1,7,-1.5699,10,-1.0045,26,0.64644,21,0.30493
GRCh38_ENSG00000143727,GRCh38_ACP1,66,-0.2007,59,-0.4360,60,-0.4285,97,0.66782
GRCh38_ENSG00000151353,GRCh38_TMEM18,17,-0.2141,12,-0.7874,19,0.01291,23,0.49367
GRCh38_ENSG00000130508,GRCh38_PXDN,116,0.64832,42,-1.0453,105,0.67612,65,-0.3901
GRCh38_ENSG00000032389,GRCh38_EIPR1,12,-1.1579,21,-0.3080,19,-0.5918,36,0.95141
GRCh38_ENSG00000171853,GRCh38_TRAPPC12,37,0.02340,21,-0.8864,30,-0.3964,49,0.78018
GRCh38_ENSG00000182551,GRCh38_ADI1,31,-0.8115,37,-0.5972,54,0.05732,65,0.52860
GRCh38_ENSG00000171865,GRCh38_RNASEH1,22,-0.1679,18,-0.5581,21,-0.2747,31,0.60379
GRCh38_ENSG00000171863,GRCh38_RPS7,723,-0.4896,639,-0.7477,850,-0.2974,1328,0.80766
GRCh38_ENSG00000134326,GRCh38_CMPK2,35,-0.1385,29,-0.4837,38,0.02187,43,0.31560
GRCh38_ENSG00000134321,GRCh38_RSAD2,112,-0.3527,176,0.43169,151,0.16882,119,-0.3549
GRCh38_ENSG00000235576,GRCh38_LINC01871,8,-0.8854,10,-0.7221,13,-0.2335,20,0.84256
GRCh38_ENSG00000115738,GRCh38_ID2,22,-0.5099,14,-1.2675,51,1.21409,26,-0.4043
GRCh38_ENSG00000134313,GRCh38_KIDINS220,30,-0.1089,19,-0.9164,41,0.53402,33,0.04019
GRCh38_ENSG00000143797,GRCh38_MBOAT2,34,-2.1945,219,0.79887,172,0.37218,114,-0.5264
GRCh38_ENSG00000151693,GRCh38_ASAP2,25,-0.5024,33,-0.0470,29,-0.3633,42,0.48418
GRCh38_ENSG00000119185,GRCh38_ITGB1BP1,48,-0.1478,40,-0.4876,41,-0.4989,69,0.72846
GRCh38_ENSG00000119203,GRCh38_CPSF3,27,-0.4484,26,-0.5034,33,-0.1256,44,0.54313
GRCh38_ENSG00000134330,GRCh38_IAH1,20,-0.2914,17,-0.5204,22,-0.1303,29,0.50974
GRCh38_ENSG00000151694,GRCh38_ADAM17,22,-1.2613,37,-0.5670,78,0.97031,45,-0.2772
GRCh38_ENSG00000134308,GRCh38_YWHAQ,231,-0.8859,416,0.03300,410,0.00976,448,0.22634
GRCh38_ENSG00000134317,GRCh38_GRHL1,16,-2.2256,128,1.25238,65,-0.0957,54,-0.5206
GRCh38_ENSG00000172059,GRCh38_KLF11,16,0.24020,9,-0.6791,18,0.53456,13,-0.2081
GRCh38_ENSG00000171848,GRCh38_RRM2,17,-0.5705,3,-3.1902,21,-0.3208,41,1.46709
GRCh38_ENSG00000115756,GRCh38_HPCAL1,38,0.23152,33,0.01199,27,-0.3562,36,0.19275
GRCh38_ENSG00000115758,GRCh38_ODC1,44,-0.8738,24,-1.8590,36,-1.3811,142,2.07207
GRCh38_ENSG00000115761,GRCh38_NOL10,18,-0.3034,9,-1.4058,21,-0.1014,30,0.84971
GRCh38_ENSG00000143870,GRCh38_PDIA6,239,0.22571,136,-0.7291,171,-0.3854,264,0.62493
GRCh38_ENSG00000134318,GRCh38_ROCK2,15,-0.9355,9,-1.7991,56,1.81109,19,-0.7958
GRCh38_ENSG00000169016,GRCh38_E2F6,16,0.11798,9,-0.9427,13,-0.2757,20,0.67646
GRCh38_ENSG00000134324,GRCh38_LPIN1,23,0.46877,11,-0.7230,29,1.22887,10,-1.1253
GRCh38_ENSG00000071575,GRCh38_TRIB2,19,-0.3925,25,-0.0042,35,0.76746,19,-0.6331
GRCh38_ENSG00000162981,GRCh38_LRATD1,11,-0.5311,11,-0.5114,21,0.67216,14,-0.1606
GRCh38_ENSG00000151779,GRCh38_NBAS,18,-0.0865,12,-0.8487,27,0.72246,18,-0.1881
GRCh38_ENSG00000079785,GRCh38_DDX1,40,-0.4417,42,-0.4324,76,0.80313,45,-0.3704
GRCh38_ENSG00000163032,GRCh38_VSNL1,36,-1.6723,74,-0.6578,100,-0.1680,151,0.89433
GRCh38_ENSG00000163029,GRCh38_SMC6,20,-0.2009,6,-2.1312,29,0.51175,28,0.46129
GRCh38_ENSG00000170745,GRCh38_KCNS3,17,-0.1435,14,-0.5361,19,0.06571,21,0.30653
GRCh38_ENSG00000240857,GRCh38_RDH14,10,-0.4070,11,-0.3209,11,-0.2302,16,0.51765
GRCh38_ENSG00000068697,GRCh38_LAPTM4A,146,-0.3428,147,-0.3683,228,0.49452,173,-0.1168
GRCh38_ENSG00000115884,GRCh38_SDC1,695,-0.7679,1161,0.04202,805,-0.6630,1478,0.70640
GRCh38_ENSG00000055917,GRCh38_PUM2,46,-0.4668,41,-0.7171,87,0.77640,57,-0.1812
GRCh38_ENSG00000143878,GRCh38_RHOB,62,-0.2052,53,-0.4849,52,-0.5941,96,0.81286
GRCh38_ENSG00000118960,GRCh38_HS1BP3,18,0.27893,14,-0.1903,11,-0.6639,19,0.51904
GRCh38_ENSG00000119778,GRCh38_ATAD2B,6,-1.1035,12,-0.2339,20,0.87340,11,-0.3996
GRCh38_ENSG00000173960,GRCh38_UBXN2A,7,-1.1525,12,-0.4657,21,0.60859,16,0.02344
GRCh38_ENSG00000115128,GRCh38_SF3B6,79,-0.5175,84,-0.4711,75,-0.7230,156,0.98606
GRCh38_ENSG00000115129,GRCh38_TP53I3,29,0.77474,8,-1.3334,15,-0.3836,23,0.60081
GRCh38_ENSG00000198399,GRCh38_ITSN2,19,-1.7371,96,0.91172,88,0.85865,31,-1.3215
GRCh38_ENSG00000084676,GRCh38_NCOA1,19,0.14659,14,-0.3468,25,0.80510,13,-0.6511
GRCh38_ENSG00000184924,GRCh38_PTRHD1,14,-1.1243,24,-0.3186,29,0.00534,35,0.49112
GRCh38_ENSG00000138031,GRCh38_ADCY3,35,0.40536,13,-1.1860,35,0.56808,26,-0.0956
GRCh38_ENSG00000119772,GRCh38_DNMT3A,12,-0.3073,12,-0.3127,27,1.41694,8,-1.2715
GRCh38_ENSG00000143970,GRCh38_ASXL2,10,-0.9330,16,-0.3034,27,0.81779,16,-0.3322
GRCh38_ENSG00000084733,GRCh38_RAB10,96,-1.3784,299,0.45021,283,0.39961,202,-0.3511
GRCh38_ENSG00000084754,GRCh38_HADHA,97,-0.3008,78,-0.7188,113,-0.0826,147,0.56934
GRCh38_ENSG00000138029,GRCh38_HADHB,71,-0.2962,64,-0.4909,70,-0.3999,111,0.70522
GRCh38_ENSG00000138018,GRCh38_SELENOI,12,-0.8048,18,-0.1598,29,0.89209,15,-0.5402
GRCh38_ENSG00000213699,GRCh38_SLC35F6,46,-0.4269,55,-0.1728,62,0.01627,67,0.23568
GRCh38_ENSG00000119777,GRCh38_TMEM214,63,0.35148,33,-0.7634,57,0.25367,52,0.05572
GRCh38_ENSG00000228474,GRCh38_OST4,193,-0.1267,153,-0.5352,256,0.44374,204,-0.0467
GRCh38_ENSG00000138080,GRCh38_EMILIN1,85,0.67886,34,-0.8295,83,0.89208,40,-0.7587
GRCh38_ENSG00000138073,GRCh38_PREB,85,1.04552,29,-0.7580,34,-0.5625,52,0.35214
GRCh38_ENSG00000138074,GRCh38_SLC5A6,15,-0.2603,7,-1.3877,12,-0.6872,27,1.27710
GRCh38_ENSG00000138085,GRCh38_ATRAID,29,-0.8580,31,-0.8151,65,0.56386,54,0.17834
GRCh38_ENSG00000084774,GRCh38_CAD,29,-0.1099,17,-1.0353,24,-0.5503,45,1.00068
GRCh38_ENSG00000115204,GRCh38_MPV17,28,-0.1461,16,-1.1101,28,-0.2353,42,0.80506
GRCh38_ENSG00000115207,GRCh38_GTF3C2,24,-0.5942,28,-0.4318,31,-0.2832,46,0.66951
GRCh38_ENSG00000115211,GRCh38_EIF2B4,31,0.21528,24,-0.1922,23,-0.2881,30,0.27462
GRCh38_ENSG00000115234,GRCh38_SNX17,76,0.34677,37,-0.8835,64,0.07547,69,0.27067
GRCh38_ENSG00000163795,GRCh38_ZNF513,28,0.65186,16,-0.3088,17,-0.2421,20,0.10431
GRCh38_ENSG00000115241,GRCh38_PPM1G,54,-0.2265,43,-0.6179,58,-0.1441,76,0.54883
GRCh38_ENSG00000115216,GRCh38_NRBP1,109,-0.1943,109,-0.2131,134,0.17066,126,0.05193
GRCh38_ENSG00000243943,GRCh38_ZNF512,13,-0.3680,10,-0.7869,19,0.33532,18,0.25591
GRCh38_ENSG00000198522,GRCh38_GPN1,11,-1.1771,16,-0.6664,23,0.01326,30,0.67241
GRCh38_ENSG00000119760,GRCh38_SUPT7L,21,-0.6280,37,0.26439,27,-0.3110,35,0.26765
GRCh38_ENSG00000163798,GRCh38_SLC4A1AP,20,-0.3894,23,-0.1623,17,-0.7364,34,0.78500
GRCh38_ENSG00000243147,GRCh38_MRPL33,35,0.18918,26,-0.3287,27,-0.3051,37,0.37697
GRCh38_ENSG00000158019,GRCh38_BABAM2,19,-0.5055,26,-0.0751,38,0.73719,21,-0.5097
GRCh38_ENSG00000075426,GRCh38_FOSL2,79,-0.1679,114,0.48367,101,0.29515,67,-0.5941
GRCh38_ENSG00000213639,GRCh38_PPP1CB,121,-1.1416,273,0.13447,360,0.79610,196,-0.5689
GRCh38_ENSG00000163811,GRCh38_WDR43,19,-0.7989,25,-0.4365,42,0.55684,32,-0.0158
GRCh38_ENSG00000115295,GRCh38_CLIP4,31,-0.9235,68,0.35629,40,-0.6637,69,0.52313
GRCh38_ENSG00000119801,GRCh38_YPEL5,75,-0.1179,86,0.12847,79,-0.0277,80,-0.0209
GRCh38_ENSG00000213626,GRCh38_LBH,36,0.24197,20,-0.7506,42,0.62457,28,-0.2662
GRCh38_ENSG00000172954,GRCh38_LCLAT1,15,-0.1213,11,-0.6061,18,0.20960,18,0.20704
GRCh38_ENSG00000158125,GRCh38_XDH,8,-1.4958,54,1.78596,15,-0.7740,17,-0.6462
GRCh38_ENSG00000162961,GRCh38_DPY30,31,-0.8384,44,-0.3078,52,-0.0097,63,0.43996
GRCh38_ENSG00000152683,GRCh38_SLC30A6,27,0.18492,15,-0.7720,29,0.37308,25,0.01934
GRCh38_ENSG00000119820,GRCh38_YIPF4,35,-0.4411,43,-0.1438,62,0.64732,39,-0.3836
GRCh38_ENSG00000115760,GRCh38_BIRC6,32,-0.2048,18,-1.1477,65,1.45915,24,-0.8518
GRCh38_ENSG00000049323,GRCh38_LTBP1,62,-0.4441,40,-1.2162,77,-0.1354,113,0.85514
GRCh38_ENSG00000119812,GRCh38_FAM98A,29,0.26522,24,-0.0453,21,-0.3586,27,0.21751
GRCh38_ENSG00000150938,GRCh38_CRIM1,42,-0.3318,44,-0.2553,60,0.32974,51,-0.0262
GRCh38_ENSG00000171055,GRCh38_FEZ2,19,-0.5833,14,-1.1402,38,0.75252,28,0.05872
GRCh38_ENSG00000115808,GRCh38_STRN,9,-1.7373,31,0.13209,51,1.32451,17,-1.1177
GRCh38_ENSG00000008869,GRCh38_HEATR5B,17,0.24710,19,0.48234,11,-0.4416,14,-0.0921
GRCh38_ENSG00000055332,GRCh38_EIF2AK2,62,-0.7009,62,-0.7512,137,0.78205,92,-0.1064
GRCh38_ENSG00000218739,GRCh38_CEBPZOS,6,-0.9849,12,-0.0490,13,0.11009,13,0.21336
GRCh38_ENSG00000115816,GRCh38_CEBPZ,21,-0.3549,19,-0.5776,38,0.81997,23,-0.3343
GRCh38_ENSG00000115825,GRCh38_PRKD3,20,0.19248,10,-0.9787,25,0.77024,15,-0.2924
GRCh38_ENSG00000163171,GRCh38_CDC42EP3,20,-0.7442,40,0.39953,52,1.09207,17,-1.3059
GRCh38_ENSG00000119787,GRCh38_ATL2,8,-2.4335,43,0.03969,55,0.61384,39,-0.1254
GRCh38_ENSG00000143889,GRCh38_HNRNPLL,14,-0.6154,10,-1.2392,29,0.67001,23,0.18532
GRCh38_ENSG00000115875,GRCh38_SRSF7,85,0.11943,48,-0.8541,61,-0.4834,105,0.79412
GRCh38_ENSG00000152147,GRCh38_GEMIN6,9,-0.2933,6,-0.8732,9,-0.4047,16,0.88748
GRCh38_ENSG00000188010,GRCh38_MORN2,14,-0.1216,9,-0.9498,18,0.27106,18,0.30637
GRCh38_ENSG00000115904,GRCh38_SOS1,38,0.53685,13,-1.2423,40,0.84734,22,-0.4352
GRCh38_ENSG00000011566,GRCh38_MAP4K3,14,-0.1535,8,-1.0544,21,0.68462,15,-0.0369
GRCh38_ENSG00000138050,GRCh38_THUMPD2,7,-0.8260,6,-1.0289,12,0.04869,16,0.72784
GRCh38_ENSG00000143924,GRCh38_EML4,40,-0.0670,27,-0.7702,59,0.78678,37,-0.3006
GRCh38_ENSG00000115944,GRCh38_COX7A2L,43,-0.3681,41,-0.4857,51,-0.1233,67,0.50929
GRCh38_ENSG00000057935,GRCh38_MTA3,16,-0.6893,27,0.11813,30,0.41465,22,-0.2542
GRCh38_ENSG00000152518,GRCh38_ZFP36L2,227,-0.5035,256,-0.3493,322,0.06431,354,0.31779
GRCh38_ENSG00000115970,GRCh38_THADA,18,-0.3605,12,-1.1226,32,0.71409,23,0.02728
GRCh38_ENSG00000138095,GRCh38_LRPPRC,20,-1.1277,22,-1.0306,58,0.79557,43,0.09564
GRCh38_ENSG00000138032,GRCh38_PPM1B,22,-0.1730,21,-0.2746,33,0.64480,21,-0.3861
GRCh38_ENSG00000138078,GRCh38_PREPL,14,-0.8862,27,0.15058,31,0.42000,23,-0.2348
GRCh38_ENSG00000116016,GRCh38_EPAS1,155,-0.1799,98,-0.9704,204,0.33672,194,0.27420
GRCh38_ENSG00000119729,GRCh38_RHOQ,47,0.13282,21,-1.2163,68,1.03700,35,-0.4606
GRCh38_ENSG00000119878,GRCh38_CRIPT,18,-1.0105,45,0.45835,36,0.06542,34,-0.1063
GRCh38_ENSG00000171150,GRCh38_SOCS5,23,0.85942,13,-0.0482,14,0.11471,11,-0.4987
GRCh38_ENSG00000180398,GRCh38_MCFD2,83,0.04963,84,0.07332,80,-0.0146,79,-0.0559
GRCh38_ENSG00000068724,GRCh38_TTC7A,23,0.03600,28,0.35326,19,-0.3402,23,0.01660
GRCh38_ENSG00000143933,GRCh38_CALM2,148,-0.4857,184,-0.1614,223,0.21039,208,0.07364
GRCh38_ENSG00000116062,GRCh38_MSH6,16,-0.0373,5,-1.8082,18,0.26886,20,0.55695
GRCh38_ENSG00000138081,GRCh38_FBXO11,46,0.16768,38,-0.1436,40,-0.0654,43,0.08335
GRCh38_ENSG00000162869,GRCh38_PPP1R21,19,-0.1004,21,0.06084,17,-0.3165,22,0.25594
GRCh38_ENSG00000068912,GRCh38_ERLEC1,103,1.52243,27,-0.7471,45,0.12369,33,-0.5687
GRCh38_ENSG00000068878,GRCh38_PSME4,34,-0.5860,26,-1.0691,74,0.90954,47,-0.1297
GRCh38_ENSG00000170634,GRCh38_ACYP2,14,-0.3285,10,-0.8366,25,0.81213,16,-0.2043
GRCh38_ENSG00000115306,GRCh38_SPTBN1,43,-0.6747,50,-0.4646,98,0.92302,55,-0.4156
GRCh38_ENSG00000115310,GRCh38_RTN4,195,-0.8684,297,-0.2440,398,0.32848,357,0.11017
GRCh38_ENSG00000143947,GRCh38_RPS27A,1446,0.11486,771,-0.9510,946,-0.6822,1909,0.97579
GRCh38_ENSG00000085760,GRCh38_MTIF2,10,-0.5865,7,-1.1853,16,0.17919,19,0.61584
GRCh38_ENSG00000115355,GRCh38_CCDC88A,28,0.43703,4,-2.4493,40,1.60758,13,-0.9306
GRCh38_ENSG00000163001,GRCh38_CFAP36,17,0.36091,11,-0.2830,15,0.16078,13,-0.1165
GRCh38_ENSG00000275052,GRCh38_PPP4R3B,23,-1.0493,25,-0.9537,68,0.96324,42,-0.1242
GRCh38_ENSG00000138035,GRCh38_PNPT1,14,-0.2350,9,-1.0650,20,0.38188,19,0.28767
GRCh38_ENSG00000115380,GRCh38_EFEMP1,56,0.50693,16,-1.5451,40,-0.0202,50,0.51383
GRCh38_ENSG00000028116,GRCh38_VRK2,12,-0.1610,4,-1.8011,20,0.93288,13,-0.0441
GRCh38_ENSG00000115392,GRCh38_FANCL,12,-0.3914,13,-0.2892,16,0.14226,16,0.18399
GRCh38_ENSG00000119866,GRCh38_BCL11A,7,-0.9955,8,-0.9301,19,0.68548,14,0.13829
GRCh38_ENSG00000162928,GRCh38_PEX13,12,-0.8574,13,-0.8436,25,0.29830,26,0.43952
GRCh38_ENSG00000115464,GRCh38_USP34,41,-0.3512,31,-0.8655,84,1.17001,39,-0.5808
GRCh38_ENSG00000082898,GRCh38_XPO1,32,-0.9025,38,-0.7281,77,0.64428,59,0.06954
GRCh38_ENSG00000115484,GRCh38_CCT4,100,-0.3047,81,-0.6891,109,-0.2132,156,0.66189
