Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10
GRCh38_ENSG00000198876,GRCh38_DCAF12,37,-0.1560,41,0.15602
GRCh38_ENSG00000165006,GRCh38_UBAP1,42,-0.8977,78,0.89779
GRCh38_ENSG00000164978,GRCh38_NUDT2,39,0.26402,32,-0.2640
GRCh38_ENSG00000164967,GRCh38_RPP25L,8,-1.4028,23,1.40287
GRCh38_ENSG00000137100,GRCh38_DCTN3,71,0.15043,64,-0.1504
GRCh38_ENSG00000147955,GRCh38_SIGMAR1,44,-0.5814,67,0.58142
GRCh38_ENSG00000213930,GRCh38_GALT,21,0.04273,21,-0.0427
GRCh38_ENSG00000137077,GRCh38_CCL21,525,2.29545,107,-2.2954
GRCh38_ENSG00000165280,GRCh38_VCP,277,0.01452,274,-0.0145
GRCh38_ENSG00000165283,GRCh38_STOML2,107,0.16625,95,-0.1662
GRCh38_ENSG00000005238,GRCh38_FAM214B,26,-0.4221,35,0.42215
GRCh38_ENSG00000198722,GRCh38_UNC13B,10,-1.4183,28,1.41839
GRCh38_ENSG00000107140,GRCh38_TESK1,19,-0.2893,24,0.28934
GRCh38_ENSG00000159884,GRCh38_CCDC107,27,0.59132,18,-0.5913
GRCh38_ENSG00000198467,GRCh38_TPM2,114,0.22365,98,-0.2236
GRCh38_ENSG00000137076,GRCh38_TLN1,77,0.06660,74,-0.0666
GRCh38_ENSG00000107175,GRCh38_CREB3,24,0.62862,16,-0.6286
GRCh38_ENSG00000070610,GRCh38_GBA2,51,0.29509,41,-0.2950
GRCh38_ENSG00000137133,GRCh38_HINT2,17,-0.2393,20,0.23935
GRCh38_ENSG00000122694,GRCh38_GLIPR2,20,-0.1239,22,0.12392
GRCh38_ENSG00000122705,GRCh38_CLTA,90,-0.7848,156,0.78481
GRCh38_ENSG00000137075,GRCh38_RNF38,14,-0.3144,18,0.31446
GRCh38_ENSG00000281649,GRCh38_EBLN3P,25,-0.5097,36,0.50973
GRCh38_ENSG00000137106,GRCh38_GRHPR,44,-0.3973,58,0.39738
GRCh38_ENSG00000137054,GRCh38_POLR1E,7,-0.8328,12,0.83288
GRCh38_ENSG00000175768,GRCh38_TOMM5,66,0.05773,63,-0.0577
GRCh38_ENSG00000107371,GRCh38_EXOSC3,17,-0.2963,21,0.29639
GRCh38_ENSG00000122741,GRCh38_DCAF10,16,-0.8684,29,0.86843
GRCh38_ENSG00000107338,GRCh38_SHB,26,-0.5196,37,0.51969
GRCh38_ENSG00000119139,GRCh38_TJP2,36,-1.6202,112,1.62026
GRCh38_ENSG00000188647,GRCh38_PTAR1,13,-0.5556,19,0.55565
GRCh38_ENSG00000198887,GRCh38_SMC5,13,-0.3863,17,0.38636
GRCh38_ENSG00000135048,GRCh38_CEMIP2,31,0.55299,21,-0.5529
GRCh38_ENSG00000107362,GRCh38_ABHD17B,4,-2.4346,26,2.43461
GRCh38_ENSG00000155621,GRCh38_C9orf85,13,-0.4375,18,0.43756
GRCh38_ENSG00000107372,GRCh38_ZFAND5,136,-0.4056,181,0.40563
GRCh38_ENSG00000135046,GRCh38_ANXA1,670,-1.0785,1415,1.07850
GRCh38_ENSG00000156017,GRCh38_CARNMT1,14,-0.0328,15,0.03283
GRCh38_ENSG00000106733,GRCh38_NMRK1,28,0.41144,21,-0.4114
GRCh38_ENSG00000134996,GRCh38_OSTF1,24,-1.1247,54,1.12479
GRCh38_ENSG00000099139,GRCh38_PCSK5,11,-0.8290,20,0.82905
GRCh38_ENSG00000197969,GRCh38_VPS13A,15,-0.6963,24,0.69633
GRCh38_ENSG00000156052,GRCh38_GNAQ,20,-0.7232,34,0.72328
GRCh38_ENSG00000135069,GRCh38_PSAT1,15,-0.3972,20,0.39725
GRCh38_ENSG00000106829,GRCh38_TLE4,11,-1.2714,28,1.27140
GRCh38_ENSG00000196781,GRCh38_TLE1,25,-0.8467,45,0.84672
GRCh38_ENSG00000135018,GRCh38_UBQLN1,42,-0.9487,81,0.94875
GRCh38_ENSG00000165119,GRCh38_HNRNPK,297,-0.3275,373,0.32752
GRCh38_ENSG00000197506,GRCh38_SLC28A3,18,-2.1065,80,2.10655
GRCh38_ENSG00000135040,GRCh38_NAA35,14,-0.3004,17,0.30043
GRCh38_ENSG00000135052,GRCh38_GOLM1,42,0.15207,38,-0.1520
GRCh38_ENSG00000135070,GRCh38_ISCA1,28,0.03223,27,-0.0322
GRCh38_ENSG00000083223,GRCh38_TUT7,22,-1.0984,49,1.09845
GRCh38_ENSG00000180447,GRCh38_GAS1,49,0.51180,34,-0.5118
GRCh38_ENSG00000135047,GRCh38_CTSL,116,-0.2366,136,0.23668
GRCh38_ENSG00000106723,GRCh38_SPIN1,25,-0.8430,46,0.84309
GRCh38_ENSG00000213694,GRCh38_S1PR3,14,-0.1912,16,0.19120
GRCh38_ENSG00000123975,GRCh38_CKS2,25,-0.2439,30,0.24397
GRCh38_ENSG00000187742,GRCh38_SECISBP2,23,0.39712,17,-0.3971
GRCh38_ENSG00000187764,GRCh38_SEMA4D,46,0.97729,23,-0.9772
GRCh38_ENSG00000130222,GRCh38_GADD45G,22,0.70562,13,-0.7056
GRCh38_ENSG00000165025,GRCh38_SYK,21,0.00551,21,-0.0055
GRCh38_ENSG00000165030,GRCh38_NFIL3,22,-0.2056,25,0.20564
GRCh38_ENSG00000090054,GRCh38_SPTLC1,34,-0.5065,48,0.50657
GRCh38_ENSG00000196305,GRCh38_IARS,44,-0.0708,46,0.07086
GRCh38_ENSG00000198000,GRCh38_NOL8,19,-0.4132,25,0.41322
GRCh38_ENSG00000188312,GRCh38_CENPP,13,-0.9636,26,0.96368
GRCh38_ENSG00000106819,GRCh38_ASPN,11,-1.0958,23,1.09587
GRCh38_ENSG00000127080,GRCh38_IPPK,22,-1.5624,65,1.56243
GRCh38_ENSG00000185963,GRCh38_BICD2,74,-1.2970,182,1.29705
GRCh38_ENSG00000127084,GRCh38_FGD3,21,0.59359,14,-0.5935
GRCh38_ENSG00000165233,GRCh38_CARD19,35,-0.2204,41,0.22041
GRCh38_ENSG00000131669,GRCh38_NINJ1,90,0.04358,87,-0.0435
GRCh38_ENSG00000188938,GRCh38_FAM120AOS,24,-0.3868,31,0.38681
GRCh38_ENSG00000048828,GRCh38_FAM120A,53,-0.5856,79,0.58565
GRCh38_ENSG00000197724,GRCh38_PHF2,19,0.15924,17,-0.1592
GRCh38_ENSG00000269929,GRCh38_AL158152.1,17,0.34704,13,-0.3470
GRCh38_ENSG00000148110,GRCh38_MFSD14B,42,-0.6258,65,0.62581
GRCh38_ENSG00000148120,GRCh38_AOPEP,25,-0.6362,39,0.63627
GRCh38_ENSG00000182150,GRCh38_ERCC6L2,10,-0.4579,14,0.45791
GRCh38_ENSG00000130958,GRCh38_SLC35D2,14,0.06884,14,-0.0688
GRCh38_ENSG00000158122,GRCh38_PRXL2C,18,0.19790,15,-0.1979
GRCh38_ENSG00000196312,GRCh38_MFSD14C,10,-1.2104,23,1.21049
GRCh38_ENSG00000136943,GRCh38_CTSV,28,-2.3340,143,2.33408
GRCh38_ENSG00000136937,GRCh38_NCBP1,13,-0.5376,19,0.53765
GRCh38_ENSG00000136936,GRCh38_XPA,9,-0.4751,13,0.47517
GRCh38_ENSG00000178919,GRCh38_FOXE1,5,-1.1360,12,1.13601
GRCh38_ENSG00000136938,GRCh38_ANP32B,69,-0.6301,108,0.63016
GRCh38_ENSG00000095380,GRCh38_NANS,52,0.24342,44,-0.2434
GRCh38_ENSG00000106785,GRCh38_TRIM14,14,-1.1289,30,1.12891
GRCh38_ENSG00000095383,GRCh38_TBC1D2,33,-0.3259,42,0.32596
GRCh38_ENSG00000165138,GRCh38_ANKS6,16,0.23517,13,-0.2351
GRCh38_ENSG00000204291,GRCh38_COL15A1,65,1.10791,30,-1.1079
GRCh38_ENSG00000106799,GRCh38_TGFBR1,41,-0.4061,55,0.40619
GRCh38_ENSG00000119523,GRCh38_ALG2,14,-0.9738,29,0.97381
GRCh38_ENSG00000106803,GRCh38_SEC61B,169,0.16121,151,-0.1612
GRCh38_ENSG00000136874,GRCh38_STX17,14,-1.2398,33,1.23980
GRCh38_ENSG00000023318,GRCh38_ERP44,41,-0.6812,66,0.68128
GRCh38_ENSG00000136891,GRCh38_TEX10,12,-0.3613,16,0.36139
GRCh38_ENSG00000066697,GRCh38_MSANTD3,34,0.12729,31,-0.1272
GRCh38_ENSG00000136897,GRCh38_MRPL50,24,-0.0147,24,0.01471
GRCh38_ENSG00000155827,GRCh38_RNF20,12,-0.6867,20,0.68678
GRCh38_ENSG00000136783,GRCh38_NIPSNAP3A,5,-1.4235,15,1.42352
GRCh38_ENSG00000165029,GRCh38_ABCA1,39,-1.3853,103,1.38538
GRCh38_ENSG00000070214,GRCh38_SLC44A1,46,-1.0412,96,1.04120
GRCh38_ENSG00000119318,GRCh38_RAD23B,79,-0.6386,123,0.63864
GRCh38_ENSG00000136826,GRCh38_KLF4,18,-2.1271,82,2.12714
GRCh38_ENSG00000070061,GRCh38_ELP1,12,-0.5318,18,0.53183
GRCh38_ENSG00000119328,GRCh38_ABITRAM,6,-1.5022,18,1.50225
GRCh38_ENSG00000119326,GRCh38_CTNNAL1,11,-0.1154,12,0.11541
GRCh38_ENSG00000106771,GRCh38_TMEM245,19,-0.5227,27,0.52272
GRCh38_ENSG00000095203,GRCh38_EPB41L4B,1,-4.2390,33,4.23908
GRCh38_ENSG00000070159,GRCh38_PTPN3,7,-1.5664,22,1.56642
GRCh38_ENSG00000157654,GRCh38_PALM2-AKAP2,29,1.03521,14,-1.0352
GRCh38_ENSG00000136810,GRCh38_TXN,193,-1.3675,500,1.36756
GRCh38_ENSG00000136813,GRCh38_ECPAS,38,-0.1815,44,0.18151
GRCh38_ENSG00000106853,GRCh38_PTGR1,19,-1.0062,38,1.00625
GRCh38_ENSG00000242616,GRCh38_GNG10,42,-0.2436,50,0.24360
GRCh38_ENSG00000148154,GRCh38_UGCG,34,-1.3744,90,1.37448
GRCh38_ENSG00000119314,GRCh38_PTBP3,49,-1.7186,161,1.71860
GRCh38_ENSG00000119471,GRCh38_HSDL2,8,-1.4543,22,1.45431
GRCh38_ENSG00000148153,GRCh38_INIP,5,-1.6979,17,1.69796
GRCh38_ENSG00000136867,GRCh38_SLC31A2,15,-1.4352,42,1.43525
GRCh38_ENSG00000119321,GRCh38_FKBP15,20,-0.9608,40,0.96083
GRCh38_ENSG00000136868,GRCh38_SLC31A1,25,-0.7275,42,0.72753
GRCh38_ENSG00000176386,GRCh38_CDC26,21,-0.1784,24,0.17845
GRCh38_ENSG00000136875,GRCh38_PRPF4,17,-0.4849,24,0.48493
GRCh38_ENSG00000119431,GRCh38_HDHD3,15,-1.1728,35,1.17288
GRCh38_ENSG00000148218,GRCh38_ALAD,20,0.00217,20,-0.0021
GRCh38_ENSG00000148229,GRCh38_POLE3,31,-0.5226,45,0.52263
GRCh38_ENSG00000138835,GRCh38_RGS3,52,0.23732,44,-0.2373
GRCh38_ENSG00000196739,GRCh38_COL27A1,35,-0.6317,54,0.63175
GRCh38_ENSG00000106948,GRCh38_AKNA,33,0.36442,25,-0.3644
GRCh38_ENSG00000136888,GRCh38_ATP6V1G1,132,-0.4649,183,0.46498
GRCh38_ENSG00000041982,GRCh38_TNC,123,-0.3613,158,0.36135
GRCh38_ENSG00000136861,GRCh38_CDK5RAP2,20,0.02566,19,-0.0256
GRCh38_ENSG00000119402,GRCh38_FBXW2,28,-0.4710,39,0.47104
GRCh38_ENSG00000095261,GRCh38_PSMD5,15,-0.8672,28,0.86720
GRCh38_ENSG00000119403,GRCh38_PHF19,12,-0.4831,17,0.48310
GRCh38_ENSG00000119396,GRCh38_RAB14,42,-0.9490,81,0.94909
GRCh38_ENSG00000148180,GRCh38_GSN,128,-0.6796,205,0.67962
GRCh38_ENSG00000148175,GRCh38_STOM,110,-0.5387,160,0.53871
GRCh38_ENSG00000136848,GRCh38_DAB2IP,24,-0.6765,38,0.67652
GRCh38_ENSG00000119421,GRCh38_NDUFA8,37,-0.4640,51,0.46406
GRCh38_ENSG00000119446,GRCh38_RBM18,21,-0.1525,23,0.15253
GRCh38_ENSG00000148187,GRCh38_MRRF,21,-0.2417,25,0.24178
GRCh38_ENSG00000095303,GRCh38_PTGS1,18,-0.2744,21,0.27448
GRCh38_ENSG00000056586,GRCh38_RC3H2,23,-0.9131,44,0.91310
GRCh38_ENSG00000186130,GRCh38_ZBTB6,14,0.26552,12,-0.2655
GRCh38_ENSG00000011454,GRCh38_RABGAP1,16,-0.8196,29,0.81963
GRCh38_ENSG00000119408,GRCh38_NEK6,20,0.38171,16,-0.3817
GRCh38_ENSG00000136930,GRCh38_PSMB7,152,-0.5859,228,0.58598
GRCh38_ENSG00000185585,GRCh38_OLFML2A,41,-0.1253,45,0.12533
GRCh38_ENSG00000136942,GRCh38_RPL35,1203,-0.4298,1621,0.42986
GRCh38_ENSG00000136950,GRCh38_ARPC5L,81,-0.4587,111,0.45870
GRCh38_ENSG00000136935,GRCh38_GOLGA1,15,-0.1116,16,0.11162
GRCh38_ENSG00000119414,GRCh38_PPP6C,49,0.01361,48,-0.0136
GRCh38_ENSG00000044574,GRCh38_HSPA5,365,0.39304,278,-0.3930
GRCh38_ENSG00000165219,GRCh38_GAPVD1,27,0.03707,26,-0.0370
GRCh38_ENSG00000119487,GRCh38_MAPKAP1,38,-0.3841,50,0.38410
GRCh38_ENSG00000169155,GRCh38_ZBTB43,7,-1.3967,19,1.39677
GRCh38_ENSG00000136859,GRCh38_ANGPTL2,129,1.41812,48,-1.4181
GRCh38_ENSG00000136856,GRCh38_SLC2A8,20,0.35668,16,-0.3566
GRCh38_ENSG00000197958,GRCh38_RPL12,895,-0.2665,1076,0.26654
GRCh38_ENSG00000148356,GRCh38_LRSAM1,23,0.35770,18,-0.3577
GRCh38_ENSG00000136830,GRCh38_NIBAN2,69,-1.1409,153,1.14091
GRCh38_ENSG00000187024,GRCh38_PTRH1,13,-0.3876,17,0.38763
GRCh38_ENSG00000160404,GRCh38_TOR2A,18,0.20556,15,-0.2055
GRCh38_ENSG00000136807,GRCh38_CDK9,4,-1.8049,16,1.80496
GRCh38_ENSG00000136877,GRCh38_FPGS,28,0.00739,27,-0.0073
GRCh38_ENSG00000106991,GRCh38_ENG,139,0.37414,107,-0.3741
GRCh38_ENSG00000106992,GRCh38_AK1,28,-0.3179,34,0.31792
GRCh38_ENSG00000160408,GRCh38_ST6GALNAC6,35,0.44835,26,-0.4483
GRCh38_ENSG00000136840,GRCh38_ST6GALNAC4,70,2.25107,14,-2.2510
GRCh38_ENSG00000136908,GRCh38_DPM2,40,-0.2694,49,0.26947
GRCh38_ENSG00000167106,GRCh38_FAM102A,18,-0.9708,35,0.97084
GRCh38_ENSG00000148339,GRCh38_SLC25A25,10,-0.2790,12,0.27908
GRCh38_ENSG00000148334,GRCh38_PTGES2,46,-0.0636,48,0.06361
GRCh38_ENSG00000148346,GRCh38_LCN2,161,-1.9766,635,1.97665
GRCh38_ENSG00000171159,GRCh38_C9orf16,65,-1.3139,162,1.31392
GRCh38_ENSG00000148337,GRCh38_CIZ1,44,-0.4739,62,0.47390
GRCh38_ENSG00000106976,GRCh38_DNM1,29,1.31327,11,-1.3132
GRCh38_ENSG00000167110,GRCh38_GOLGA2,55,0.07975,52,-0.0797
GRCh38_ENSG00000175854,GRCh38_SWI5,22,-0.2347,26,0.23470
GRCh38_ENSG00000167112,GRCh38_TRUB2,13,-0.9072,25,0.90725
GRCh38_ENSG00000167113,GRCh38_COQ4,56,-0.0433,58,0.04330
GRCh38_ENSG00000167114,GRCh38_SLC27A4,31,-0.8527,57,0.85279
GRCh38_ENSG00000167118,GRCh38_URM1,34,0.37788,26,-0.3778
GRCh38_ENSG00000167123,GRCh38_CERCAM,47,0.40743,35,-0.4074
GRCh38_ENSG00000136811,GRCh38_ODF2,15,0.48076,11,-0.4807
GRCh38_ENSG00000119392,GRCh38_GLE1,15,0.08528,14,-0.0852
GRCh38_ENSG00000197694,GRCh38_SPTAN1,65,-0.3947,86,0.39472
GRCh38_ENSG00000119333,GRCh38_WDR34,30,0.08916,28,-0.0891
GRCh38_ENSG00000119335,GRCh38_SET,144,-0.5775,216,0.57750
GRCh38_ENSG00000160446,GRCh38_ZDHHC12,27,-1.0243,55,1.02436
GRCh38_ENSG00000160445,GRCh38_ZER1,29,0.36005,23,-0.3600
GRCh38_ENSG00000107021,GRCh38_TBC1D13,33,0.43596,24,-0.4359
GRCh38_ENSG00000167136,GRCh38_ENDOG,17,0.02655,17,-0.0265
GRCh38_ENSG00000198917,GRCh38_SPOUT1,36,0.58765,24,-0.5876
GRCh38_ENSG00000136802,GRCh38_LRRC8A,83,-0.7726,141,0.77269
GRCh38_ENSG00000175283,GRCh38_DOLK,15,-0.1320,17,0.13209
GRCh38_ENSG00000095319,GRCh38_NUP188,33,0.10282,30,-0.1028
GRCh38_ENSG00000148341,GRCh38_SH3GLB2,72,-0.1261,79,0.12610
GRCh38_ENSG00000148343,GRCh38_MIGA2,30,1.00455,15,-1.0045
GRCh38_ENSG00000167130,GRCh38_DOLPP1,15,-0.0455,15,0.04558
GRCh38_ENSG00000119383,GRCh38_PTPA,52,-0.3096,65,0.30966
GRCh38_ENSG00000188483,GRCh38_IER5L,42,0.05543,40,-0.0554
GRCh38_ENSG00000204054,GRCh38_LINC00963,16,0.18643,14,-0.1864
GRCh38_ENSG00000148335,GRCh38_NTMT1,25,0.03108,25,-0.0310
GRCh38_ENSG00000148331,GRCh38_ASB6,21,0.16619,19,-0.1661
GRCh38_ENSG00000167157,GRCh38_PRRX2,34,0.85409,19,-0.8540
GRCh38_ENSG00000148344,GRCh38_PTGES,30,-1.2453,71,1.24534
GRCh38_ENSG00000136816,GRCh38_TOR1B,14,-0.6597,22,0.65970
GRCh38_ENSG00000136827,GRCh38_TOR1A,36,0.18230,32,-0.1823
GRCh38_ENSG00000136819,GRCh38_C9orf78,32,-0.3833,42,0.38330
GRCh38_ENSG00000136878,GRCh38_USP20,26,0.89377,13,-0.8937
GRCh38_ENSG00000187239,GRCh38_FNBP1,27,-0.1075,29,0.10758
GRCh38_ENSG00000148358,GRCh38_GPR107,47,0.03940,45,-0.0394
GRCh38_ENSG00000107130,GRCh38_NCS1,19,-0.1726,21,0.17269
GRCh38_ENSG00000130707,GRCh38_ASS1,26,0.18785,23,-0.1878
GRCh38_ENSG00000107164,GRCh38_FUBP3,32,-0.2278,38,0.22786
GRCh38_ENSG00000130713,GRCh38_EXOSC2,22,0.34184,17,-0.3418
GRCh38_ENSG00000097007,GRCh38_ABL1,30,-0.0096,31,0.00963
GRCh38_ENSG00000126878,GRCh38_AIF1L,5,-1.3613,14,1.36130
GRCh38_ENSG00000126883,GRCh38_NUP214,28,-0.1353,31,0.13535
GRCh38_ENSG00000130723,GRCh38_PRRC2B,54,-0.4191,72,0.41914
GRCh38_ENSG00000130714,GRCh38_POMT1,34,0.97955,17,-0.9795
GRCh38_ENSG00000130717,GRCh38_UCK1,17,-0.3186,22,0.31867
GRCh38_ENSG00000107263,GRCh38_RAPGEF1,71,0.46992,51,-0.4699
GRCh38_ENSG00000160563,GRCh38_MED27,12,-0.1912,14,0.19121
GRCh38_ENSG00000107290,GRCh38_SETX,34,-0.4227,45,0.42279
GRCh38_ENSG00000125485,GRCh38_DDX31,13,0.05074,13,-0.0507
GRCh38_ENSG00000125484,GRCh38_GTF3C4,12,-0.7072,19,0.70724
GRCh38_ENSG00000165699,GRCh38_TSC1,16,-0.1008,17,0.10081
GRCh38_ENSG00000148308,GRCh38_GTF3C5,44,0.28660,36,-0.2866
GRCh38_ENSG00000160271,GRCh38_RALGDS,46,0.39459,35,-0.3945
GRCh38_ENSG00000175164,GRCh38_ABO,10,-0.7143,16,0.71436
GRCh38_ENSG00000148296,GRCh38_SURF6,22,-0.0028,22,0.00287
GRCh38_ENSG00000148297,GRCh38_MED22,20,0.27096,16,-0.2709
GRCh38_ENSG00000148303,GRCh38_RPL7A,763,-0.3470,971,0.34707
GRCh38_ENSG00000148290,GRCh38_SURF1,36,-0.3500,47,0.35005
GRCh38_ENSG00000148291,GRCh38_SURF2,26,-0.1160,29,0.11603
GRCh38_ENSG00000148248,GRCh38_SURF4,168,0.08312,159,-0.0831
GRCh38_ENSG00000148300,GRCh38_REXO4,16,-0.6330,25,0.63305
GRCh38_ENSG00000160293,GRCh38_VAV2,34,0.07381,32,-0.0738
GRCh38_ENSG00000196363,GRCh38_WDR5,18,-0.4519,25,0.45190
GRCh38_ENSG00000186350,GRCh38_RXRA,42,-1.1750,97,1.17502
GRCh38_ENSG00000130635,GRCh38_COL5A1,336,0.51142,235,-0.5114
GRCh38_ENSG00000122140,GRCh38_MRPS2,30,-0.1122,32,0.11226
GRCh38_ENSG00000122133,GRCh38_PAEP,20,0.33939,16,-0.3393
GRCh38_ENSG00000130559,GRCh38_CAMSAP1,6,-2.2697,30,2.26976
GRCh38_ENSG00000130560,GRCh38_UBAC1,32,-0.4942,45,0.49421
GRCh38_ENSG00000148411,GRCh38_NACC2,3,-2.1908,14,2.19080
GRCh38_ENSG00000238227,GRCh38_TMEM250,30,-0.7624,52,0.76248
GRCh38_ENSG00000165661,GRCh38_QSOX2,22,0.97761,11,-0.9776
GRCh38_ENSG00000160360,GRCh38_GPSM1,13,-0.1281,14,0.12816
GRCh38_ENSG00000165684,GRCh38_SNAPC4,21,0.63314,14,-0.6331
GRCh38_ENSG00000165689,GRCh38_ENTR1,31,-0.3592,40,0.35921
GRCh38_ENSG00000165688,GRCh38_PMPCA,25,-0.4337,34,0.43370
GRCh38_ENSG00000148396,GRCh38_SEC16A,65,0.08772,61,-0.0877
GRCh38_ENSG00000148400,GRCh38_NOTCH1,62,0.32354,49,-0.3235
GRCh38_ENSG00000172889,GRCh38_EGFL7,98,0.97213,50,-0.9721
GRCh38_ENSG00000169692,GRCh38_AGPAT2,37,-0.1437,41,0.14374
GRCh38_ENSG00000233016,GRCh38_SNHG7,52,0.18615,46,-0.1861
GRCh38_ENSG00000244187,GRCh38_TMEM141,66,-0.2876,81,0.28766
GRCh38_ENSG00000196642,GRCh38_RABL6,45,-0.6483,71,0.64839
GRCh38_ENSG00000054148,GRCh38_PHPT1,120,0.08093,113,-0.0809
GRCh38_ENSG00000107223,GRCh38_EDF1,359,0.12966,328,-0.1296
GRCh38_ENSG00000127191,GRCh38_TRAF2,22,0.43372,16,-0.4337
GRCh38_ENSG00000159069,GRCh38_FBXW5,118,0.11442,109,-0.1144
GRCh38_ENSG00000107317,GRCh38_PTGDS,38,1.41750,14,-1.4175
GRCh38_ENSG00000148362,GRCh38_PAXX,77,0.67040,48,-0.6704
GRCh38_ENSG00000169583,GRCh38_CLIC3,23,-2.0142,94,2.01427
GRCh38_ENSG00000107281,GRCh38_NPDC1,41,1.51839,14,-1.5183
GRCh38_ENSG00000197355,GRCh38_UAP1L1,32,0.79375,18,-0.7937
GRCh38_ENSG00000177239,GRCh38_MAN1B1,66,0.14441,59,-0.1444
GRCh38_ENSG00000176978,GRCh38_DPP7,140,0.96645,71,-0.9664
GRCh38_ENSG00000176101,GRCh38_SSNA1,41,-0.5473,61,0.54739
GRCh38_ENSG00000176058,GRCh38_TPRN,12,0.06106,12,-0.0610
GRCh38_ENSG00000187713,GRCh38_TMEM203,38,-0.1691,43,0.16915
GRCh38_ENSG00000284976,GRCh38_BX255925.3,33,-0.4437,45,0.44375
GRCh38_ENSG00000197191,GRCh38_CYSRT1,13,-2.6869,85,2.68697
GRCh38_ENSG00000188229,GRCh38_TUBB4B,205,-0.6801,329,0.68017
GRCh38_ENSG00000188986,GRCh38_NELFB,49,-0.1822,56,0.18224
GRCh38_ENSG00000198113,GRCh38_TOR4A,14,-0.2070,16,0.20708
GRCh38_ENSG00000198435,GRCh38_NRARP,16,-1.6362,50,1.63629
GRCh38_ENSG00000165802,GRCh38_NSMF,47,0.65166,30,-0.6516
GRCh38_ENSG00000182154,GRCh38_MRPL41,97,0.29114,79,-0.2911
GRCh38_ENSG00000148399,GRCh38_DPH7,26,0.66283,16,-0.6628
GRCh38_ENSG00000165724,GRCh38_ZMYND19,23,0.11444,21,-0.1144
GRCh38_ENSG00000197070,GRCh38_ARRDC1,43,-0.0787,45,0.07871
GRCh38_ENSG00000203993,GRCh38_ARRDC1-AS1,18,0.90413,9,-0.9041
GRCh38_ENSG00000181090,GRCh38_EHMT1,45,0.52752,31,-0.5275
GRCh38_ENSG00000015171,GRCh38_ZMYND11,11,-0.5280,16,0.52804
GRCh38_ENSG00000107929,GRCh38_LARP4B,32,0.15592,28,-0.1559
GRCh38_ENSG00000107937,GRCh38_GTPBP4,18,-0.4403,24,0.44030
GRCh38_ENSG00000067064,GRCh38_IDI1,14,-0.7230,23,0.72306
GRCh38_ENSG00000067057,GRCh38_PFKP,36,0.56031,24,-0.5603
GRCh38_ENSG00000107959,GRCh38_PITRM1,23,-0.1788,26,0.17881
GRCh38_ENSG00000067082,GRCh38_KLF6,83,0.06093,80,-0.0609
GRCh38_ENSG00000151632,GRCh38_AKR1C2,5,-1.4035,14,1.40352
GRCh38_ENSG00000173848,GRCh38_NET1,67,-0.1844,76,0.18440
GRCh38_ENSG00000178372,GRCh38_CALML5,8,-3.7180,111,3.71803
GRCh38_ENSG00000178363,GRCh38_CALML3,55,-1.5847,166,1.58470
GRCh38_ENSG00000196372,GRCh38_ASB13,19,0.33266,15,-0.3326
GRCh38_ENSG00000108021,GRCh38_TASOR2,16,-0.1849,18,0.18495
GRCh38_ENSG00000057608,GRCh38_GDI2,128,0.14801,116,-0.1480
GRCh38_ENSG00000134452,GRCh38_FBH1,71,1.26460,29,-1.2646
GRCh38_ENSG00000134470,GRCh38_IL15RA,24,0.54815,17,-0.5481
GRCh38_ENSG00000134453,GRCh38_RBM17,38,0.31600,30,-0.3160
GRCh38_ENSG00000170525,GRCh38_PFKFB3,26,0.51755,18,-0.5175
GRCh38_ENSG00000165629,GRCh38_ATP5F1C,49,0.17872,44,-0.1787
GRCh38_ENSG00000048740,GRCh38_CELF2,18,0.18130,16,-0.1813
GRCh38_ENSG00000165609,GRCh38_NUDT5,42,0.62777,27,-0.6277
GRCh38_ENSG00000151465,GRCh38_CDC123,33,0.40444,25,-0.4044
GRCh38_ENSG00000151468,GRCh38_CCDC3,14,-0.6051,21,0.60518
GRCh38_ENSG00000123240,GRCh38_OPTN,76,0.07056,72,-0.0705
GRCh38_ENSG00000086475,GRCh38_SEPHS1,31,0.96266,16,-0.9626
GRCh38_ENSG00000151474,GRCh38_FRMD4A,17,-0.1306,18,0.13061
GRCh38_ENSG00000065809,GRCh38_FAM107B,33,0.42519,24,-0.4251
GRCh38_ENSG00000148484,GRCh38_RSU1,28,-0.2401,33,0.24010
GRCh38_ENSG00000026025,GRCh38_VIM,656,0.29165,536,-0.2916
GRCh38_ENSG00000136738,GRCh38_STAM,17,-0.0449,18,0.04495
GRCh38_ENSG00000260314,GRCh38_MRC1,19,-0.4877,27,0.48774
GRCh38_ENSG00000165997,GRCh38_ARL5B,14,0.12386,13,-0.1238
GRCh38_ENSG00000120594,GRCh38_PLXDC2,56,-0.5846,84,0.58464
GRCh38_ENSG00000148444,GRCh38_COMMD3,54,1.12951,25,-1.1295
GRCh38_ENSG00000168283,GRCh38_BMI1,28,0.59533,18,-0.5953
GRCh38_ENSG00000150867,GRCh38_PIP4K2A,23,0.11975,21,-0.1197
GRCh38_ENSG00000148450,GRCh38_MSRB2,32,0.34837,25,-0.3483
GRCh38_ENSG00000165312,GRCh38_OTUD1,11,-0.3254,14,0.32540
GRCh38_ENSG00000120549,GRCh38_KIAA1217,36,0.00627,35,-0.0062
